Incr QALY,Incr Cost
0.032624244,80.801722
0.048792435,55.16051024
0.046694588,103.7008085
0.037187893,92.55604528
0.057733634,62.3666517
0.061923542,160.3512614
0.02069308,90.40631108
0.044010234,30.85626986
0.0421255,87.04739946
0.037246657,56.45894952
0.055361643,73.3863831
0.026410063,55.8640796
0.038172661,47.73890947
0.057597505,80.25938664
0.037559998,68.23658637
0.02767092,15.58009257
0.04585434,131.2626757
0.026529404,79.90631307
0.032447009,45.47554436
0.05843189,123.7060873
0.050159936,120.5838833
0.039446995,74.30144482
0.02739763,52.59263353
0.046005376,48.84559411
0.07661406,112.892301
0.03842549,74.30943637
0.035601047,132.8285211
0.052365917,137.3571003
0.070732466,93.18769217
0.038760133,17.94077446
0.033974774,94.00022667
0.044839302,61.00219755
0.051080368,101.2619646
0.049278683,90.49844804
0.040617649,69.28784563
0.071388389,122.8433618
0.05059983,156.8665069
0.050112676,37.84641377
0.041873246,99.79574238
0.062284444,170.9732669
0.047688714,88.52764852
0.045376553,177.8915925
0.023904489,-46.25636708
0.057295979,191.0283784
0.049589681,121.8677646
0.0615879,156.9798131
0.055937279,44.20552525
0.03151885,90.37516172
0.067818136,112.5249219
0.052660279,88.71891333
0.054309719,53.14884747
0.053387848,84.12062812
0.056613673,110.8565472
0.036337446,46.71082654
0.030244427,38.66170224
0.064094607,160.0982259
0.011902962,33.378775
0.034277104,28.74530562
0.045872602,94.1853667
0.047773883,28.98634374
0.044722403,122.4703893
0.033842882,100.6103905
0.034336287,87.97316806
0.074233335,142.3497349
0.043398817,112.8425626
0.049880979,33.78935066
0.048978191,-25.71852907
0.060385293,72.05749471
0.05499339,128.5600948
0.040070417,88.77671012
0.074369785,226.6801578
0.060619611,49.26159777
0.038880039,49.72977243
0.078077051,130.3215726
0.062545363,74.21063116
0.047547038,80.94844389
0.076280325,119.4507669
0.057902663,127.5990542
0.04134872,63.51168702
0.037638989,126.7075704
0.052542491,113.703699
0.02119201,91.99325904
0.066520153,121.5444061
0.040717409,112.156754
0.059476174,72.80806231
0.044457895,74.28924071
0.066817207,112.6123101
0.079978795,130.5663907
0.039815918,67.47160276
0.054932586,97.87599349
0.015910323,13.25560413
0.03699125,120.0923328
0.065552891,82.01500404
0.058569796,83.67722235
0.051000761,60.82275135
0.050464198,121.8596582
0.039245533,121.587202
0.054005605,136.8703342
0.072535704,130.1030665
0.032439552,81.80912869
0.036199848,101.7837789
0.054670372,87.70103792
0.047905909,64.5028801
0.059723227,152.8353743
0.049751867,135.2318309
0.030163162,86.92790693
0.054339003,96.30340717
0.046412982,74.5463297
0.046344124,54.29834101
0.015473522,100.3476077
0.054270575,112.3681315
0.047712626,151.858455
0.043244978,61.63459276
0.039258531,123.9697772
0.052397649,62.63528559
0.078346931,127.1660089
0.058283467,104.0847616
0.030622495,62.13323925
0.050751172,114.501477
0.007266597,17.19364549
0.051022262,52.45233434
0.054432347,164.2749777
0.038991998,117.0263456
0.040358345,27.78355418
0.029759575,35.31535039
0.052515488,148.1328869
0.066300429,91.05496659
0.071623713,160.5505662
0.031970843,87.87552429
0.045337536,138.8747672
0.025539285,110.8784664
0.064306129,139.2101286
0.023887883,74.29113734
0.055996892,59.33731753
0.046175277,110.1191218
0.025025959,85.3089816
0.066482933,34.00503397
0.034038351,71.22728097
0.061248469,85.12763744
0.030039466,76.7363622
0.079980307,60.36754232
0.023249951,157.306583
0.031652797,22.9537969
0.052391539,75.65713268
0.04701652,81.92300772
0.014414424,45.65768568
0.042899279,93.0033965
0.066869273,100.6268664
0.040945435,66.95511571
0.046967794,83.53890239
0.051202596,167.5953919
0.075214548,135.2992511
0.076686251,109.6470582
0.030254813,67.82929228
0.058830909,134.2890074
0.053479616,106.1304084
0.071772295,118.7652589
0.041742151,148.2210413
0.039120879,94.21135473
0.044073717,75.72845613
0.032904606,57.54998659
0.064646122,155.8899954
0.033763422,118.0350568
0.063011542,71.50702352
0.068321788,120.0218413
0.061722312,131.1573872
0.052513291,111.9318944
0.060775266,91.9855487
0.009083317,32.49989819
0.03674347,114.1383165
0.075659251,116.8826581
0.070500848,119.9233544
0.04703312,69.76615541
0.054498693,112.0246122
0.058422087,122.6739882
0.053067428,137.7446176
0.067930476,99.48745216
0.034809628,53.75645907
0.044000934,104.2570211
0.03595916,89.91702125
0.028417332,87.08291311
0.047637352,54.81667788
0.016425778,75.55033093
0.064607653,214.7605014
0.047256566,52.29485114
0.04077025,114.3311367
0.005737142,33.92076729
0.052150092,79.25246264
0.036127313,107.568616
0.06952997,181.5860652
0.025305673,122.6905155
0.022813803,62.72362369
0.021528459,-58.55603636
0.030416445,133.6010567
0.060286687,32.94755158
0.043016403,53.03101549
0.043160258,141.1720629
0.059199904,139.4778928
0.069411006,142.3449635
0.038508195,97.94784366
0.023864922,5.786545568
0.033558017,28.47310891
0.05621083,141.9239405
0.04876435,114.2984873
0.031311088,102.2733204
0.062551146,94.34344233
0.032383729,40.88929657
0.028747198,98.70053319
0.053576244,123.1502309
0.057315612,92.06325903
0.041749226,41.04075534
0.040859935,36.96166356
0.041109281,80.66266834
0.078833254,168.0736328
0.075502411,38.11338767
0.052071195,4.940950151
0.056980962,72.37700898
0.042594637,140.0189006
0.045166626,75.03151705
0.026195613,27.57540752
0.049231534,135.6903785
0.04154567,89.16048177
0.064389512,47.72370803
0.070903104,143.3862022
0.040790783,65.30895272
0.058025505,121.6244343
0.071604075,161.8293075
0.057678428,81.961204
0.018750908,-31.56507297
0.028317898,20.14331843
0.052161028,16.67091768
0.058590539,118.8384758
0.029119636,132.2591671
0.064125061,106.1643681
0.025556839,50.55762569
0.043672491,115.7695537
0.040937618,101.1667162
0.041375741,91.91380771
0.054249562,95.39716212
0.036253204,36.53705616
0.03587932,35.51134163
0.042550257,94.21068465
0.06200015,71.17243253
0.058682193,133.1937655
0.029482417,46.92313191
0.04532728,117.1551579
0.038960233,88.99064803
0.021818736,14.17767433
0.05456525,159.8537512
0.042964397,64.43661644
0.073784744,57.93726836
0.036435739,83.18137928
0.045840169,158.2481197
0.061322478,140.4707585
0.033050195,52.03888297
0.055631156,118.7444421
0.022281609,38.95094433
0.062018526,130.8002348
0.041712824,67.68101344
0.068275726,80.70905131
0.047599882,72.6241555
0.053069723,57.6875961
0.032492589,126.1356491
0.054691605,117.9769645
0.037658332,111.9101515
0.033919099,106.1157032
0.029585388,59.73869366
0.030389339,26.89828011
0.047617416,94.73139391
0.027276224,42.48493626
0.053537322,199.289489
0.04256399,34.78536146
0.038084515,32.29028868
0.044421194,83.5947238
0.045069597,69.05640349
0.040000502,89.79140027
0.054845772,173.7697001
0.040735672,106.760692
0.053723678,78.19547655
0.050464082,80.36527237
0.034894687,65.58737648
0.062748508,141.6741041
0.041552194,63.07038372
0.054552625,50.85355207
0.047535793,59.56156356
0.031153856,143.9383889
0.070604302,102.4974783
0.043851744,62.79007448
0.021805218,67.37340165
0.042178897,30.43630052
0.081658251,166.0481982
0.030890441,107.5527352
0.027305566,34.86296491
0.024303724,33.36882533
0.017769609,113.6254596
0.030146187,66.19185901
0.052160928,131.2077647
0.043924965,97.8767262
0.035549679,8.741566656
0.055868001,132.4321028
0.062029277,97.98779217
0.039250105,94.45664718
0.064167122,146.8437244
0.05509209,99.70514863
0.041100036,128.4681504
0.044320981,72.33607708
0.026116748,33.3628993
0.069819886,107.2930161
0.038097815,55.87688615
0.055295939,126.1032135
0.047338854,40.78574508
0.078258261,66.06838173
0.05532604,56.30542389
0.05543197,128.5760654
0.039351086,105.1482827
0.027665084,75.51317044
0.040499053,67.30930867
0.041438326,91.41411879
0.035270076,74.3868624
0.047569765,78.14039611
0.062604125,49.4274961
0.028513903,63.65496167
0.041970411,111.6695598
0.045536726,118.076247
0.072195411,108.9052433
0.057651684,103.8299713
0.044702639,63.24541327
0.033377631,94.14674439
0.061340921,122.0707358
0.062507976,117.625045
0.034493175,92.54623448
0.038954305,96.65160663
0.034842394,84.74951498
0.076967687,181.8206331
0.005191971,19.99968712
0.047041926,101.6862783
0.04512865,66.65554413
0.031288968,62.3435691
0.056044204,18.27290747
0.063730439,92.35409217
0.026895353,47.62797811
0.048525679,43.10196434
0.045588774,195.2767205
0.030763851,49.69605265
0.045989032,87.32072192
0.046002782,76.47111798
0.056201952,132.3016237
0.042016293,26.30328311
0.045599173,68.5032502
0.050831217,142.3829185
0.05744578,90.59956672
-0.006452495,30.85744393
0.055109846,59.31654004
0.062175421,160.9581931
0.023461299,46.90968778
0.054600075,126.227402
0.034119126,69.75707495
0.066374435,130.8635552
0.061238872,133.047766
0.037145073,104.1060517
0.090889244,144.3009195
0.063401739,90.13873962
0.050826132,111.4232173
0.035539958,71.22447346
0.031404876,35.32870927
0.04268358,32.3233857
0.036409014,123.3968752
0.035818171,84.9679154
0.030103264,80.89266857
0.048732643,163.5806838
0.048904382,178.7292769
0.068236948,115.8383175
0.046828284,33.31069953
0.019813637,137.478111
0.033780423,61.04753071
0.027482764,62.02506329
0.049457474,129.2456499
0.058617776,110.6994538
0.040627385,89.83305115
0.042325342,60.60595952
0.051842239,121.7441065
0.031888949,28.48012548
0.057284144,96.0744297
0.059079759,149.5074227
0.087600531,118.5064069
0.05138751,37.52790362
0.042595373,124.5677026
0.062992541,110.8015375
0.061879276,185.9823056
0.072173862,69.77053875
0.06211043,52.22080241
0.03100632,86.6936824
0.067821105,122.0111174
0.040823826,92.66374794
0.026421688,54.47303454
0.095866155,160.1139572
0.032219655,74.46727421
0.03087662,40.94116481
0.051273363,34.37513689
0.030565462,45.39882633
0.068423841,136.0934356
0.034607823,75.70991907
0.054831186,172.1477033
0.048452025,106.3683333
0.025414644,114.614042
0.065477115,95.90944223
0.060938217,83.82869506
0.060064625,105.2606245
0.045728487,96.12505847
0.047513697,76.73823275
0.064694026,153.8831419
0.013149014,-18.75627896
0.026136796,81.00352539
0.023654024,61.83633437
0.065498647,111.5101857
0.046705136,151.7344894
0.058757849,65.2660402
0.029825692,79.27611418
0.013468881,16.05252279
0.058734256,99.85401374
0.028962853,80.3469886
0.034082315,15.56711687
0.061306118,69.34386829
0.059940813,61.15120936
0.043433382,131.6645609
0.061022321,118.1902215
0.046005019,175.9241577
0.033382811,94.49491219
0.049976071,67.85776097
0.058814043,125.8258719
0.064726961,136.7783048
0.040702932,101.5894799
0.065817237,59.30236953
0.033199999,37.41112539
0.037967977,81.50148027
0.057953391,148.8858487
0.059592263,148.7119488
0.049742154,49.36940699
0.053003109,18.65769095
0.046829622,71.10743049
0.027878079,49.45863305
0.058134654,155.336332
0.035783288,87.70813403
0.047543324,91.56100971
0.039172232,44.18889596
0.033532338,103.1081981
0.046303733,35.27714159
0.044177625,102.4350818
0.058163124,191.6937862
0.035122471,129.1096839
0.041221496,51.60186038
0.007206666,8.123386773
0.041849385,36.6372963
0.044474527,127.8107713
0.045651657,144.8823238
0.043586548,24.80632879
0.045552325,111.0434388
0.012336763,39.61535276
0.01724299,55.62114407
0.047572376,105.3457937
0.025162749,89.52010719
0.049485282,152.5601412
0.056589184,112.9599171
0.0455184,-13.39734282
0.040727062,57.21595213
0.037137602,-13.1247641
0.047320776,158.202425
0.018352474,72.55410834
0.050013086,96.33889067
0.039121148,86.40897653
0.047046048,77.29995097
0.052820276,154.8171527
0.017002097,83.65169513
0.059477937,120.8006478
0.062076898,136.7438768
0.0206959,56.32455493
0.025730961,77.50789664
0.056331897,57.13195464
0.039150212,157.5825427
0.028740313,94.20010924
0.039960573,55.78004287
0.03888934,109.2472638
0.039859564,119.948259
0.052234805,104.3386289
0.041405546,149.2261761
0.04012391,106.1364104
0.046346984,118.2258848
0.031855099,34.89845783
0.050582866,123.9209842
0.065689009,136.7309089
0.040392601,135.4338058
0.051774549,179.6944202
0.058088,53.11933358
0.034406925,130.8427989
0.068737918,138.0426747
0.044284942,152.494477
0.046956128,51.14026396
0.056549329,170.3437372
0.040072722,38.63932108
0.054318577,62.89898889
0.086320243,139.4739565
0.032107278,37.43234934
0.038016793,21.77797247
0.062747348,159.5721865
0.061322724,46.6794853
0.037347552,107.3955811
0.065076337,32.19297234
0.045285687,140.0124056
0.047591023,17.66507046
0.046668443,69.50861877
0.027485341,64.47388934
0.040563794,94.94608535
0.046255746,124.1003156
0.003647179,17.08707458
0.049972911,81.30456296
0.014877727,74.51297728
0.061382461,72.60970518
0.019230874,102.4848266
0.036710437,96.71914161
0.066383652,104.2826448
0.028273209,-5.604877404
0.029379938,57.15636992
0.060093245,163.8030803
0.061223089,98.25817981
0.070816995,148.8864249
0.027719287,46.31602307
0.046866433,104.0998951
0.079765558,163.9757919
0.054097644,128.4871783
0.078081819,107.251028
0.055819253,53.32545541
0.039387881,113.4983083
0.054808846,199.3586367
0.030383026,140.4136343
0.042476996,64.47588744
0.045071914,89.03434474
0.06541043,80.48979953
0.034112117,74.00178177
0.028890799,70.47842197
0.057773383,92.74937887
0.03088318,63.02816539
0.022032032,-28.48695288
0.024669738,60.84839379
0.041387925,107.9778345
0.03634636,124.2740304
0.050102848,135.728168
0.035886742,168.3462705
0.05933472,120.8568347
0.015947285,84.69413638
0.060562051,65.08526004
0.070752465,155.4930092
0.027596215,83.7237459
0.02691104,97.28207977
0.043119058,112.0045921
0.040508846,152.6193524
0.039234752,84.56714797
0.065487881,128.1382254
0.055815851,182.7405286
0.055791929,125.9929034
0.036012084,62.41104983
0.038423373,21.81033737
0.028964144,117.9041375
0.032885749,70.0751142
0.037322836,144.1510249
0.036925881,59.7034316
0.042550985,107.2269079
0.027615673,24.50134539
0.051255128,177.8697025
0.057824272,112.5841333
0.043990128,70.30785432
0.044474054,118.1608053
0.035176742,53.26367203
0.063596004,173.5727109
0.045951752,134.1129228
0.051162283,99.2261415
0.05254878,152.062217
0.030475345,95.06921698
0.041129683,43.66764311
0.072370731,150.4617084
0.031450788,50.37105488
0.029373878,63.81631235
0.050287041,144.7798437
0.057392884,182.1542989
0.027262089,58.55731275
0.074943068,101.0802556
0.031451747,18.89921577
0.056754544,121.191194
0.036605109,66.2623108
0.041378626,147.5214402
0.051134007,148.9683932
0.050480739,96.70400946
0.056755907,78.51219101
0.028995151,20.72784389
0.04205042,114.3619869
0.059429979,143.1062433
0.065559835,104.2223247
0.045880397,73.97063634
0.061311354,100.3190667
0.081901396,171.880248
0.046214877,168.4484225
0.045481599,112.5595485
0.021169121,-51.37183639
0.056130723,123.8087086
0.079825056,214.8316725
0.060474797,111.5747672
0.048033339,178.3413706
0.040672384,107.5287854
0.033214673,61.17096541
0.049884329,124.1157425
0.042695394,158.2583805
0.067396854,122.1013621
0.047860483,88.41890539
0.008164398,6.113523053
0.059893516,108.3283187
0.058302053,90.74506351
0.070385174,150.2487089
0.05385348,85.91023107
0.084859221,75.62087778
0.051889173,40.48105341
0.08532567,172.5256559
0.024973086,62.28163761
0.038969735,100.2471038
0.057865165,29.36164615
0.057277705,172.2447942
0.042536327,135.4766334
0.062298264,147.9015753
0.053004715,77.52900791
0.03561533,117.622493
0.037294126,90.92631099
0.051952877,111.6896182
0.057972534,94.88461248
0.039868169,50.2309186
0.039013634,57.86153318
0.043059104,31.49914448
0.018987635,4.55956582
0.028667266,47.75208971
0.054842292,62.56089448
0.054684883,102.8394929
0.041475856,148.117268
0.053683213,96.41838586
0.052470903,75.91042381
0.054640047,105.0614968
0.052279468,59.47854789
0.049259932,91.24698542
0.064976402,110.5976293
0.04656228,62.15348312
0.045091563,97.95146488
0.04063453,70.18026556
0.02598038,57.73495228
0.035142882,2.432417963
0.047483656,59.93642099
0.031800039,77.83631697
0.061703903,154.4310078
0.067040883,147.6505424
0.053787025,159.5151059
0.072354381,117.7797963
0.042669612,95.21462452
0.015470477,162.0397306
0.030885856,15.62800334
0.023172455,10.96589938
0.057001611,39.43382206
0.046551563,59.16724755
0.068942551,95.22128107
0.051445283,51.64922884
0.042226877,31.71381718
0.063884471,126.887732
0.059014908,128.1095079
0.026605234,30.29043639
0.019054436,74.85732813
0.015377184,93.40023867
0.065942855,214.2811061
0.047270641,77.82146366
0.061601439,115.0567301
0.041956316,136.6211934
0.055353185,47.98344203
0.079733265,64.58697846
0.049240805,44.17497731
0.030217599,159.668584
0.029531996,40.26229471
0.028112277,113.4113205
0.042279813,98.83355024
0.038193872,69.63450888
0.059268017,139.1009648
0.033252107,34.55473978
0.023690286,8.399034728
0.045682488,4.267343106
0.043143965,46.02015001
0.056368265,53.46145309
0.036122634,150.1405101
0.063403877,87.62072925
0.042712107,84.69325631
0.027731457,38.00410346
0.041421091,36.96613036
0.05220289,83.95670455
0.066466673,114.2678988
0.041471508,42.0643411
0.02141313,127.8710219
0.078090058,105.3373735
0.048714857,82.45504738
0.045362034,181.8387682
0.069856987,137.8765304
0.05149102,120.5267423
0.04514298,139.7031132
0.052367233,104.9407834
0.055115389,134.3405046
0.034666289,-9.518589545
0.064997736,153.9811247
0.043822998,112.839446
0.035702137,109.192542
0.029695369,115.4901842
0.024850422,72.41998106
0.048117769,98.01198539
0.065976915,77.45651061
0.022075386,42.73459489
0.022647907,126.3615575
0.01596727,113.9492591
0.046975745,113.7802128
0.045537121,106.497134
0.052436806,136.1376225
0.075086452,193.1197908
0.073928721,122.5009513
0.053615156,192.2856183
0.030607586,93.90027745
0.063621567,103.4043441
0.044997592,116.2401749
0.058714446,122.371378
0.030722719,72.18924975
0.0233304,107.829104
0.049046447,138.1602848
0.062479715,135.8643972
0.058023589,29.97783912
0.055346015,140.6834053
0.044761148,63.57761501
0.046767935,18.2073655
0.036557318,66.63865723
0.02670043,37.03348183
0.035007553,185.9583397
0.052203396,84.6333161
0.050294586,102.9354069
0.047283218,69.9766452
0.075437306,150.5530399
0.034552623,100.1900278
0.062582125,94.2345496
0.030210829,112.3507455
0.056419808,89.55667108
0.049441386,120.6938708
0.039946269,15.97707376
0.040858918,49.12822417
0.063410043,166.3909442
0.055490027,199.0037106
0.055940101,76.64912583
0.016676363,47.94088698
0.037113989,61.72923147
0.041214465,21.42413543
0.040688565,63.6955456
0.055335836,31.52580693
0.049218936,90.08804855
0.047559772,104.4887885
0.023728613,27.44223895
0.036081639,46.90175648
0.051470319,72.14959322
0.043805304,89.51310995
0.042588758,69.46533588
0.050807213,54.238058
0.061409168,156.2557332
0.061695623,134.5445456
0.045485391,33.24185012
0.048061772,94.80263431
0.059053113,94.33085382
0.04296457,92.52499307
0.030203803,103.8192278
0.086712119,117.873507
0.041397881,177.8695887
0.045626734,106.0442309
0.055758495,53.6639434
0.023917161,5.787082991
0.074160927,134.4374521
0.043281738,67.39382145
0.043815339,78.14286467
0.026242308,94.15183714
0.056350437,139.9863107
0.043053724,136.2108925
0.065798106,123.353718
0.046096204,55.4084154
0.055952476,46.89998879
0.030066473,89.23181831
0.056264853,134.9374897
0.058393438,116.180473
0.051370807,65.80318413
0.057286178,59.32039078
0.036635991,62.32574347
0.027383385,70.46216674
0.050773674,61.46017825
0.022930004,37.43369311
0.085854598,162.8219509
0.06287848,106.0301664
0.038818122,65.52555838
0.058369495,112.5943909
0.059996255,43.78355666
0.040255504,55.98937215
0.048892349,62.75357144
0.051762883,69.7790514
0.065383288,115.3895503
0.051853451,81.22085483
0.029820648,69.03919632
0.04431685,28.34825575
0.048242886,110.7671593
0.045915026,86.16215867
0.042927356,130.660334
0.047120069,131.7443775
0.058496698,105.914304
0.038084661,126.8002897
0.062856683,60.12865856
0.056359131,40.916231
0.036728121,99.36716784
0.056074233,122.0057345
0.058808244,89.61529655
0.04913096,90.82279288
0.047043932,67.21124992
0.034614165,70.65684696
0.068336398,217.7511487
0.053087263,67.04501086
0.049657392,34.25576588
0.041847656,67.34836949
0.031736042,71.7141121
0.054231057,191.8995271
0.036016809,44.08912384
0.060174232,91.6453588
0.03018599,35.39786436
0.063160533,123.2728014
0.067351337,87.0840988
0.02975839,215.8480657
0.041915117,49.5793527
0.042489113,116.2275662
0.082849359,132.6937953
0.067114198,106.9513232
0.047380783,124.5859429
0.034326349,118.5041809
0.067208285,78.40224938
0.0569931,66.38083124
0.068893381,106.9267342
0.06722701,75.05583054
0.028397454,106.3183841
0.069983923,190.5243282
0.048748878,112.7421696
0.036120133,30.76110249
0.037242432,127.8515077
0.01815776,84.45275372
0.064549332,93.01308937
0.025119427,115.3769295
0.022831656,33.23317679
0.041219685,90.10401772
0.064567741,147.0815062
0.033541194,70.00315215
0.031171929,-2.721146577
0.056655542,95.12596245
0.045934734,51.63819502
0.058515659,141.2521386
0.036846825,88.05295943
0.068872141,81.56722463
0.072890424,111.775702
0.039917349,112.2578501
0.020099443,54.27283971
0.032200258,8.912927898
0.044411985,81.21620438
0.058263949,109.6531904
0.044674049,115.7597469
0.055167587,45.17385454
0.045191784,82.64321844
0.051063768,36.04910357
0.047789297,32.05359481
0.038230083,69.80296384
0.0319576,18.9341823
0.033749214,103.6458291
0.041317158,65.06149012
0.049501363,88.43375976
0.048025996,82.11005292
0.037733796,45.46881571
0.041445305,82.3711123
0.031424595,116.5635357
0.029962932,46.44457484
0.059824059,127.7661459
0.067687797,99.20677394
0.046651983,140.7747869
0.039888952,158.2806066
0.042520176,-17.70682979
0.039778599,71.86751708
0.049859591,104.8840896
0.061704546,59.38038426
0.05153117,110.0748371
0.032387567,78.67111548
0.039803746,172.1076739
0.047254735,82.67222059
0.017989763,14.15036696
0.030435719,48.19372577
0.072203683,115.765117
0.04396584,47.00734031
0.038538963,58.07439075
0.032778861,142.2073899
0.050294111,158.3145796
0.043602006,82.22140194
0.02888697,58.88215671
0.050438052,75.10286814
0.052631075,103.2688743
0.056743413,80.69393136
0.045492179,57.53499015
0.065401039,101.916586
0.063761202,69.09176927
0.056640875,56.41119458
0.034200606,30.87886794
0.046970045,92.79014059
0.081169115,168.0649186
0.04614944,99.974471
0.035117217,83.34286221
0.044319619,73.51997185
0.054924523,69.34597753
0.043498558,31.73581752
0.048866139,66.45171403
0.051169369,38.5819087
0.046478142,99.46879926
0.045725115,71.24984012
0.040679649,52.0770381
0.022873673,-30.24558038
0.058311453,-0.923500655
0.027548112,39.36262851
0.026209212,32.86272247
0.07789567,159.7374879
0.048551273,114.2227848
0.032347168,115.7188813
0.056898938,80.56071351
0.010021181,40.71890353
0.02614552,43.83910001
0.038383012,118.6135245
0.079511903,98.30332054
0.041878754,155.9271039
0.028590769,48.93319145
0.042962831,25.12631205
0.061776196,120.2829809
0.036824155,87.41338254
0.065527509,113.0900002
0.029354378,69.39047052
0.059521589,95.40881235
0.059257632,97.50423315
0.019169916,84.55369899
0.042834539,59.19924719
0.035773447,132.1339627
0.05480635,116.8222431
0.035342758,93.41889808
0.057130844,106.9136584
0.052211102,12.17211339
0.030935684,93.58165616
0.056077613,167.4180275
0.043595803,55.33054913
0.040517193,85.31545579
0.042548812,6.986465419
0.043006072,73.5070816
0.044921835,90.92461245
0.053537952,57.25548899
0.025862956,69.2374514
0.082778949,76.81416479
0.060032466,177.620572
0.068130707,101.3595216
0.020771525,97.56328653
0.065156053,132.048848
0.03992939,141.3542312
0.019124311,61.71097204
0.074959755,126.1373909
0.072822149,125.258949
0.054116209,132.1435958
0.070648444,95.35962211
0.062615219,172.4713844
0.044431852,71.45099147
0.050782511,115.7190833
0.049177933,139.120449
0.035907425,114.2847613
0.058396134,150.2792566
0.036217435,121.6594338
0.040855246,108.9297064
0.086525914,197.186242
0.074412195,83.90810218
0.037591614,104.0719972
0.056239782,144.8464765
0.02838068,79.29803687
0.041548819,148.0966823
0.035933386,111.9974312
0.036151738,65.74583231
0.074568463,152.8323583
0.051208656,111.8279222
0.066724618,116.7849455
0.046961814,94.06522762
0.049837752,111.3177605
0.042103695,37.19644364
0.039904368,79.33494968
0.044496967,51.65084683
0.033988674,73.45008811
0.035447433,54.35825272
0.043647993,114.6232254
0.047079569,63.28333736
0.045259237,68.20378445
0.036315384,58.35468689